,num4black,num4white,0,1,2,3,4,5,6
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4F8E8G6C7C3,2.0,1.0,708.0,1515.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4F8E8G6C7C3G8,1.0,5.0,709.0,1095.0,1164.0,2501.0,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4F8E8G6C7C3G8B8,1.0,1.0,710.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4F8E8G6C7C3G8B8F7,1.0,1.0,711.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4F8E8G6C7C3G8B8F7C2,1.0,1.0,712.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4F8E8G6C7C3G8B8F7C2A3,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2F4,1.0,3.0,714.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2F4G6,1.0,3.0,715.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2F4G6H5,1.0,3.0,716.0,1127.0,1788.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2F4G6H5E8,2.0,1.0,717.0,2037.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2F4G6H5E8C2,1.0,2.0,718.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2F4G6H5E8C2F7,1.0,2.0,719.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2F4G6H5E8C2F7G3,1.0,2.0,720.0,2213.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2F4G6H5E8C2F7G3F2,2.0,1.0,721.0,913.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2F4G6H5E8C2F7G3F2H6,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6F4C3E2G5C2C7B4G6D8,6.0,1.0,723.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6F4C3E2G5C2C7B4G6D8E8,6.0,1.0,724.0,1452.0,1494.0,1971.0,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6F4C3E2G5C2C7B4G6D8E8A5,2.0,1.0,725.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6F4C3E2G5C2C7B4G6D8E8A5C8,2.0,1.0,726.0,820.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6F4C3E2G5C2C7B4G6D8E8A5C8B6,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C3F4D8E8G5E2B4H6,1.0,4.0,728.0,994.0,1614.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C3F4D8E8G5E2B4H6G3,2.0,1.0,729.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C3F4D8E8G5E2B4H6G3G6,2.0,1.0,730.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C3F4D8E8G5E2B4H6G3G6F1,2.0,1.0,731.0,2499.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C3F4D8E8G5E2B4H6G3G6F1C7,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B4F2D1C2B6C8F4,1.0,2.0,733.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B4F2D1C2B6C8F4E1,1.0,2.0,734.0,2140.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B4F2D1C2B6C8F4E1F1,1.0,1.0,735.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B4F2D1C2B6C8F4E1F1E2,1.0,1.0,736.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B4F2D1C2B6C8F4E1F1E2G5,1.0,1.0,737.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B4F2D1C2B6C8F4E1F1E2G5H6,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2C7A3A7,2.0,2.0,739.0,1080.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2C7A3A7C1,1.0,3.0,740.0,1669.0,2334.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2C7A3A7C1G6,1.0,1.0,741.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2C7A3A7C1G6F4,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4G6H6H5F7H7,1.0,5.0,743.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4G6H6H5F7H7C7,1.0,5.0,744.0,917.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4G6H6H5F7H7C7F8,1.0,2.0,745.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4G6H6H5F7H7C7F8E8,1.0,2.0,746.0,1183.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4G6H6H5F7H7C7F8E8C2,1.0,1.0,747.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4G6H6H5F7H7C7F8E8C2B6,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1,4.0,1.0,749.0,884.0,1958.0,2580.0,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1F4,1.0,1.0,750.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1F4B6,1.0,1.0,751.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1F4B6E2,1.0,1.0,752.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1F4B6E2F1,1.0,1.0,753.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1F4B6E2F1A6,1.0,1.0,754.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1F4B6E2F1A6C7,1.0,1.0,755.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1F4B6E2F1A6C7D8,1.0,1.0,756.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1F4B6E2F1A6C7D8F8,1.0,1.0,757.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1F4B6E2F1A6C7D8F8F7,1.0,1.0,758.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1F4B6E2F1A6C7D8F8F7G3,1.0,1.0,759.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1F4B6E2F1A6C7D8F8F7G3A5,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7B4C3A3,1.0,3.0,761.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7B4C3A3A2,1.0,3.0,762.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7B4C3A3A2F4,1.0,3.0,763.0,1429.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7B4C3A3A2F4F8,1.0,1.0,764.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7B4C3A3A2F4F8E8,1.0,1.0,765.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7B4C3A3A2F4F8E8G6,1.0,1.0,766.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7B4C3A3A2F4F8E8G6F7,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2A3,3.0,1.0,768.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2A3F8,3.0,1.0,769.0,2081.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2A3F8B4,1.0,3.0,770.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2A3F8B4H3,1.0,3.0,771.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2A3F8B4H3F1,1.0,3.0,772.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2A3F8B4H3F1C1,1.0,3.0,773.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2A3F8B4H3F1C1D1,1.0,3.0,774.0,1531.0,2215.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2A3F8B4H3F1C1D1C2,2.0,1.0,775.0,829.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2A3F8B4H3F1C1D1C2F2,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2D1B6C7F2F4C3G5E1F1A3H3E2E8C8,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5D8A5F2H3G3C7A3C8B8F8,1.0,1.0,778.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5D8A5F2H3G3C7A3C8B8F8H5,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7B4,1.0,2.0,780.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7B4A5,1.0,2.0,781.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7B4A5E2,1.0,2.0,782.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7B4A5E2A4,1.0,2.0,783.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7B4A5E2A4A3,1.0,2.0,784.0,2460.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7B4A5E2A4A3A2,2.0,1.0,785.0,2529.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7B4A5E2A4A3A2F4,1.0,1.0,786.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7B4A5E2A4A3A2F4C2,1.0,1.0,787.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7B4A5E2A4A3A2F4C2D8,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8G5F4C3F2F8C2F7D8E2H4,1.0,2.0,789.0,2552.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8G5F4C3F2F8C2F7D8E2H4G3,1.0,1.0,790.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8G5F4C3F2F8C2F7D8E2H4G3E1,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2C3F4A6E2G5C2C7D8,6.0,1.0,792.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2C3F4A6E2G5C2C7D8G6,6.0,1.0,793.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2C3F4A6E2G5C2C7D8G6B4,6.0,1.0,794.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2C3F4A6E2G5C2C7D8G6B4E8,6.0,1.0,795.0,914.0,1228.0,1535.0,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2C3F4A6E2G5C2C7D8G6B4E8F7,1.0,1.0,796.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2C3F4A6E2G5C2C7D8G6B4E8F7A3,1.0,1.0,797.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2C3F4A6E2G5C2C7D8G6B4E8F7A3F8,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7D8F8,7.0,1.0,799.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7D8F8E8,7.0,1.0,800.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7D8F8E8B4,7.0,1.0,801.0,1202.0,1887.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7D8F8E8B4G3,5.0,1.0,802.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7D8F8E8B4G3C2,5.0,1.0,803.0,2107.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7D8F8E8B4G3C2A6,4.0,1.0,804.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7D8F8E8B4G3C2A6C8,4.0,1.0,805.0,895.0,1561.0,1884.0,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7D8F8E8B4G3C2A6C8F7,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7F4G6H6,1.0,3.0,807.0,1315.0,2444.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7F4G6H6D8,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2G5C1A5F4A7D8,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7G3,1.0,2.0,810.0,893.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7G3B4,5.0,1.0,811.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7G3B4D8,5.0,1.0,812.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7G3B4D8F8,5.0,1.0,813.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7G3B4D8F8E8,5.0,1.0,814.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7G3B4D8F8E8C2,5.0,1.0,815.0,1523.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7G3B4D8F8E8C2A6,4.0,1.0,816.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7G3B4D8F8E8C2A6C8,4.0,1.0,817.0,1800.0,1808.0,2249.0,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7G3B4D8F8E8C2A6C8E2,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8F7B6D8C7B8A5A6C3F4G6G5,3.0,1.0,819.0,1478.0,2283.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8F7B6D8C7B8A5A6C3F4G6G5A3,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6F4C3E2G5C2C7B4G6D8E8A5C8F7,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7F4C3,1.0,5.0,822.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7F4C3C8,1.0,5.0,823.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7F4C3C8E2,1.0,5.0,824.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7F4C3C8E2D1,1.0,5.0,825.0,906.0,1132.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7F4C3C8E2D1C1,1.0,3.0,826.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7F4C3C8E2D1C1B1,1.0,3.0,827.0,1984.0,2223.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7F4C3C8E2D1C1B1H4,1.0,1.0,828.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5G3C7F4C3C8E2D1C1B1H4H3,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5A6E2A3F8B4H3F1C1D1C2E8,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2D1B6C7B4F4C3G5E2G6,1.0,2.0,831.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2D1B6C7B4F4C3G5E2G6G3,1.0,2.0,832.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2D1B6C7B4F4C3G5E2G6G3F7,1.0,2.0,833.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2D1B6C7B4F4C3G5E2G6G3F7A3,1.0,2.0,834.0,1921.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2D1B6C7B4F4C3G5E2G6G3F7A3A6,1.0,1.0,835.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2D1B6C7B4F4C3G5E2G6G3F7A3A6E1,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8F7B6F4F2C2G6H3H4D8G3C7,1.0,1.0,837.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8F7B6F4F2C2G6H3H4D8G3C7A5,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4G6H6D8C7C3,1.0,2.0,839.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4G6H6D8C7C3A3,1.0,2.0,840.0,2304.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4G6H6D8C7C3A3B6,3.0,1.0,841.0,1177.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4F2G5F4G6H6D8C7C3A3B6H7,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2A3,2.0,1.0,843.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2A3F4,2.0,1.0,844.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2A3F4C7,2.0,1.0,845.0,1872.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2A3F4C7A4,1.0,3.0,846.0,1114.0,2042.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2A3F4C7A4D1,1.0,1.0,847.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2A3F4C7A4D1F7,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8G5F4C3F2F7C2F8,2.0,1.0,849.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8G5F4C3F2F7C2F8D8,2.0,1.0,850.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8G5F4C3F2F7C2F8D8E2,2.0,1.0,851.0,975.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8G5F4C3F2F7C2F8D8E2H4,1.0,2.0,852.0,1512.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8G5F4C3F2F7C2F8D8E2H4G3,1.0,1.0,853.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8G5F4C3F2F7C2F8D8E2H4G3E1,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6F4C3E2G5C2C7B4G6A5A4A3D8A7,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B4F2D1C2C1F4B6B2E2A2,2.0,1.0,856.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B4F2D1C2C1F4B6B2E2A2A4,2.0,1.0,857.0,1325.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B4F2D1C2C1F4B6B2E2A2A4C8,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4B6C3A3F2F8E8,1.0,7.0,859.0,900.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4B6C3A3F2F8E8D8,1.0,2.0,860.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4B6C3A3F2F8E8D8C8,1.0,2.0,861.0,957.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4B6C3A3F2F8E8D8C8F4,1.0,1.0,862.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4B6C3A3F2F8E8D8C8F4G8,1.0,1.0,863.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4B6C3A3F2F8E8D8C8F4G8H4,1.0,1.0,864.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4B6C3A3F2F8E8D8C8F4G8H4G3,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7D8B4G3F8E8C2G8,1.0,1.0,866.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7D8B4G3F8E8C2G8C8,1.0,1.0,867.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7D8B4G3F8E8C2G8C8B8,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2G3F4D1,3.0,1.0,869.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2G3F4D1A3,3.0,1.0,870.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2G3F4D1A3E1,3.0,1.0,871.0,1404.0,2341.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2G3F4D1A3E1F7,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C3B4A6F8C7F7F2A5C8G6B6,1.0,3.0,873.0,1611.0,2088.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C3B4A6F8C7F7F2A5C8G6B6G5,1.0,1.0,874.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C3B4A6F8C7F7F2A5C8G6B6G5E2,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B6B4G5C7A4,1.0,4.0,876.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B6B4G5C7A4F2,1.0,4.0,877.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B6B4G5C7A4F2G3,1.0,4.0,878.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B6B4G5C7A4F2G3F4,1.0,4.0,879.0,2548.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B6B4G5C7A4F2G3F4C2,1.0,3.0,880.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B6B4G5C7A4F2G3F4C2B1,1.0,3.0,881.0,921.0,1348.0,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B6B4G5C7A4F2G3F4C2B1F7,1.0,1.0,882.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6C3B6B4G5C7A4F2G3F4C2B1F7H6,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A6B4C2B6E8F2C3E2G5F4C7A3E1C1,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1A6,1.0,3.0,885.0,2421.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1A6B6,3.0,1.0,886.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1A6B6B4,3.0,1.0,887.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1A6B6B4C3,3.0,1.0,888.0,1757.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1A6B6B4C3A2,2.0,1.0,889.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1A6B6B4C3A2F8,2.0,1.0,890.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1A6B6B4C3A2F8F4,2.0,1.0,891.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1A6B6B4C3A2F8F4C2,2.0,1.0,892.0,1621.0,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2A4C8C1A6B6B4C3A2F8F4C2E8,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7G3F8,1.0,1.0,894.0,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7G3F8A6,1.0,1.0,,,,,,,
F5F6E6D6C5E3D3G4F3B5C6C4D7E7B3D2B6C3G5F2C7D8F8E8B4G3C2A6C8F4,1.0,1.0,,,,,,,
