,num4black,num4white,0,1,2
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8A2F2E2E1G5H4G4G3H5,1.0,1.0,96.0,,
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8A2F2E2E1G5H4G4G3H5H6,1.0,1.0,97.0,,
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8A2F2E2E1G5H4G4G3H5H6F1,1.0,1.0,98.0,,
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8A2F2E2E1G5H4G4G3H5H6F1D1,1.0,1.0,,,
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8G3B3G5A6A7A8H7C2B8,1.0,1.0,100.0,,
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8G3B3G5A6A7A8H7C2B8B7,1.0,1.0,101.0,,
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8G3B3G5A6A7A8H7C2B8B7D2,1.0,1.0,102.0,,
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8G3B3G5A6A7A8H7C2B8B7D2D1,1.0,1.0,,,
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8A2F2E2E1G5H4G4G3F1D2,3.0,1.0,104.0,,
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8A2F2E2E1G5H4G4G3F1D2H3,3.0,1.0,105.0,106.0,107.0
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8A2F2E2E1G5H4G4G3F1D2H3H2,1.0,1.0,,,
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8A2F2E2E1G5H4G4G3F1D2H3G1,1.0,1.0,,,
F5D6C3D3C4F4F6F3E6E7F7C5B6G6F8D8D7C6B5B4A5A3E3C7A4C8E8G8A2F2E2E1G5H4G4G3F1D2H3A7,1.0,1.0,,,
