,num4black,num4white,0,1,2
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2H6,2.0,1.0,151.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2H6F2,2.0,1.0,152.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2H6F2D2,2.0,1.0,153.0,157.0,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2H6F2D2B3,1.0,1.0,154.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2H6F2D2B3D1,1.0,1.0,155.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2H6F2D2B3D1C4,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2G4H5H4H3F1E2D2D1G2E1C1C4H2B5,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2H6F2D2H5,1.0,1.0,158.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2H6F2D2H5G6,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D7B3,1.0,1.0,160.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D7B3D1,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1H3H6,1.0,1.0,162.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1H3H6E1,1.0,1.0,163.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1H3H6E1H5,1.0,1.0,164.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1H3H6E1H5H7,1.0,1.0,165.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1H3H6E1H5H7C1,1.0,1.0,166.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1H3H6E1H5H7C1C4,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1C1E1C7,1.0,2.0,168.0,193.0,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1C1E1C7C8,1.0,1.0,169.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1C1E1C7C8F1,1.0,1.0,170.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1C1E1C7C8F1H6,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1E1C1C4H6C7,1.0,1.0,172.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1E1C1C4H6C7F1,1.0,1.0,173.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1E1C1C4H6C7F1H5,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2F8H4H3E2G4C2H5H6D7,1.0,1.0,175.0,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2F8H4H3E2G4C2H5H6D7C4,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2G4H5H4H3F1E2D2D1G2B5,1.0,1.0,177.0,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2G4H5H4H3F1E2D2D1G2B5E8,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1E1H6,1.0,1.0,179.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1E1H6C4,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2F8H4H3C7G4E8C8C4C3C2F1,1.0,1.0,181.0,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2F8H4H3C7G4E8C8C4C3C2F1B3,1.0,1.0,182.0,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2F8H4H3C7G4E8C8C4C3C2F1B3A3,1.0,1.0,183.0,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2F8H4H3C7G4E8C8C4C3C2F1B3A3D2,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2F8H4H3E2G4C2D2H5H6C7G6C3,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2G4H5F1,1.0,1.0,186.0,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2G4H5F1E2,1.0,1.0,187.0,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2G4H5F1E2H4,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2G4H5H4H3F1E2D2D1G2E1C1C4E8,1.0,1.0,189.0,,
F5F6E6D6E7G5C5F7C6F4D3D8G3F3E3F2G4H5H4H3F1E2D2D1G2E1C1C4E8F8,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2H6B3,1.0,1.0,191.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2H6B3D1,1.0,1.0,192.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2H6B3D1C4,1.0,1.0,,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1C1E1C7B3,1.0,1.0,194.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1C1E1C7B3F1,1.0,1.0,195.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1C1E1C7B3F1H6,1.0,1.0,196.0,,
F5F6E6D6E7G5C5F7C6F4D3D8F3E3G3G4H4C2C3E2D2F2D1C1E1C7B3F1H6B5,1.0,1.0,,,
