,num4black,num4white,0,1,2
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B4D2B6D3D1C3E1,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3,3.0,2.0,60.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6,3.0,2.0,61.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2,3.0,2.0,62.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6,3.0,2.0,63.0,153.0,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D8,4.0,1.0,64.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D8C8,4.0,1.0,65.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D8C8D3,4.0,1.0,66.0,170.0,229.0
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D8C8D3E1,1.0,1.0,67.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D8C8D3E1F8,1.0,1.0,68.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D8C8D3E1F8H4,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B4D2H3,1.0,1.0,70.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B4D2H3B5,1.0,1.0,71.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B4D2H3B5D3,1.0,1.0,72.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B4D2H3B5D3C3,1.0,1.0,73.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B4D2H3B5D3C3C2,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2,3.0,2.0,75.0,144.0,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2B5,2.0,2.0,76.0,204.0,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2B5A6,3.0,1.0,77.0,256.0,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2B5A6F1,1.0,1.0,78.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2B5A6F1B4,1.0,1.0,79.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2B5A6F1B4E2,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6,1.0,4.0,81.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5,1.0,4.0,82.0,95.0,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5G4,2.0,1.0,83.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5G4H5,2.0,1.0,84.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5G4H5A6,2.0,1.0,85.0,141.0,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5G4H5A6B3,1.0,1.0,86.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5G4H5A6B3B4,1.0,1.0,87.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5G4H5A6B3B4E2,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B6,2.0,1.0,89.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B6C3,2.0,1.0,90.0,321.0,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B6C3H6,1.0,4.0,91.0,232.0,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B6C3H6B4,1.0,1.0,92.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B6C3H6B4H4,1.0,1.0,93.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B6C3H6B4H4D3,1.0,1.0,94.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1B6C3H6B4H4D3B5,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6,1.0,3.0,96.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6A4,1.0,3.0,97.0,149.0,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6A4G4,1.0,2.0,98.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6A4G4H5,1.0,2.0,99.0,318.0,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6A4G4H5B4,3.0,1.0,100.0,274.0,277.0
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6A4G4H5B4H3,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4C6,4.0,2.0,102.0,,
F5F6E6D6E7G5C5F4C4C6C7,4.0,2.0,103.0,,
F5F6E6D6E7G5C5F4C4C6C7E8,4.0,2.0,104.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3,4.0,2.0,105.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3,4.0,2.0,106.0,133.0,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3,9.0,1.0,107.0,180.0,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5,8.0,1.0,108.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4,8.0,1.0,109.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7,8.0,1.0,110.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2,8.0,1.0,111.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3,8.0,1.0,112.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5,8.0,1.0,113.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4,8.0,1.0,114.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8,8.0,1.0,115.0,173.0,196.0
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8F7,2.0,1.0,116.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8F7D3,2.0,1.0,117.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8F7D3H4,2.0,1.0,118.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8F7D3H4G6,2.0,1.0,119.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8F7D3H4G6D8,2.0,1.0,120.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8F7D3H4G6D8H2,2.0,1.0,121.0,132.0,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8F7D3H4G6D8H2D2,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5B6B5A6B3,1.0,1.0,123.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5B6B5A6B3B4,1.0,1.0,124.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5B6B5A6B3B4E2,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1G2,4.0,1.0,126.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1G2D3,4.0,1.0,127.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1G2D3B4,4.0,1.0,128.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1G2D3B4B6,4.0,1.0,129.0,266.0,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1G2D3B4B6C3,2.0,1.0,130.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1G2D3B4B6C3B5,2.0,1.0,131.0,208.0,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7E2B3F1G2D3B4B6C3B5A4,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8F7D3H4G6D8H2F2,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7,4.0,1.0,134.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5,4.0,1.0,135.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6,4.0,1.0,136.0,183.0,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6D3,1.0,3.0,137.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6D3D8,1.0,3.0,138.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6D3D8C8,1.0,3.0,139.0,213.0,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6D3D8C8C2,1.0,1.0,140.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F7B5G6D3D8C8C2D2,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5G4H5A6A4,1.0,2.0,142.0,264.0,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5G4H5A6A4B4,3.0,1.0,143.0,166.0,261.0
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5G4H5A6A4B4C3,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2E2,1.0,3.0,145.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2E2E1,1.0,3.0,146.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2E2E1H2,1.0,3.0,147.0,164.0,239.0
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2E2E1H2G7,1.0,1.0,148.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2E2E1H2G7D2,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6A4B4,3.0,1.0,150.0,167.0,236.0
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6A4B4H3,1.0,1.0,151.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6A4B4H3G4,1.0,1.0,152.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6A4B4H3G4H5,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D3,3.0,1.0,154.0,159.0,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D3C2,2.0,2.0,155.0,270.0,
