,num4black,num4white,0,1,2,3,4,5,6,7
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8E2B3C7F7B6G3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B5,3.0,1.0,4291.0,4460.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B5E1,1.0,2.0,4292.0,4370.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B5E1E2,1.0,1.0,4293.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B5E1E2B3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7A6H3H6A3E1,1.0,1.0,4295.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7A6H3H6A3E1D1,1.0,1.0,4296.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7A6H3H6A3E1D1C2,1.0,1.0,4297.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7A6H3H6A3E1D1C2A4,1.0,1.0,4298.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7A6H3H6A3E1D1C2A4C5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H6C2H5H4H3F7C5,2.0,1.0,4300.0,4632.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H6C2H5H4H3F7C5C6,1.0,1.0,4301.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H6C2H5H4H3F7C5C6B3,1.0,1.0,4302.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H6C2H5H4H3F7C5C6B3E1,1.0,1.0,4303.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H6C2H5H4H3F7C5C6B3E1A4,1.0,1.0,4304.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H6C2H5H4H3F7C5C6B3E1A4E2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1H5F7B5H6B3H3H7G2E1C2D1B2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8F8F7H4G3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7A5C1C7B3E2C6D7,1.0,1.0,4308.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7A5C1C7B3E2C6D7F1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1A4G3E1,1.0,1.0,4310.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1A4G3E1E8,1.0,1.0,4311.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1A4G3E1E8F1,1.0,1.0,4312.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1A4G3E1E8F1C7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1E1C2C5A6F7B3C7C6D8C8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H5B5F2C7C2C5D7F1D2C6B3,1.0,1.0,4315.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H5B5F2C7C2C5D7F1D2C6B3A4,1.0,1.0,4316.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H5B5F2C7C2C5D7F1D2C6B3A4A3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1F7C6D1C7B6E8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6E1F7F8,1.0,1.0,4319.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6E1F7F8D1,1.0,1.0,4320.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6E1F7F8D1C1,1.0,1.0,4321.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6E1F7F8D1C1E2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8E2B3C7F7B6A5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4E1H6H3G3,1.0,1.0,4324.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4E1H6H3G3H7,1.0,1.0,4325.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4E1H6H3G3H7C6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6G3D8C7F7H5A3E2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3E2E8F1C1E1,1.0,1.0,4328.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3E2E8F1C1E1F7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H4H3H2D1C1,1.0,1.0,4330.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H4H3H2D1C1E1,1.0,1.0,4331.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H4H3H2D1C1E1C7,1.0,1.0,4332.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H4H3H2D1C1E1C7D7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8C5F7F1E2H5,1.0,1.0,4334.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8C5F7F1E2H5C6,1.0,1.0,4335.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8C5F7F1E2H5C6E1,1.0,1.0,4336.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8C5F7F1E2H5C6E1H4,1.0,1.0,4337.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8C5F7F1E2H5C6E1H4H3,1.0,1.0,4338.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8C5F7F1E2H5C6E1H4H3H6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F1C6E1A6A5D1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6H6G3H5D1H2G7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C1,1.0,2.0,4342.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C1C5,1.0,2.0,4343.0,4649.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C1C5H2,1.0,1.0,4344.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C1C5H2B1,1.0,1.0,4345.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C1C5H2B1B6,1.0,1.0,4346.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C1C5H2B1B6C6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H5B5F2C7C2C5D7F1H4C6D2A3,1.0,1.0,4348.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H5B5F2C7C2C5D7F1H4C6D2A3B3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5D2G3B6E1G6F7G4C5B5D1E7H4,1.0,1.0,4350.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5D2G3B6E1G6F7G4C5B5D1E7H4F2,1.0,1.0,4351.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5D2G3B6E1G6F7G4C5B5D1E7H4F2H6,1.0,1.0,4352.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5D2G3B6E1G6F7G4C5B5D1E7H4F2H6F1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1E2C5D1C6F7G6D7E7C7H6B6B5,1.0,1.0,4354.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1E2C5D1C6F7G6D7E7C7H6B6B5E8,1.0,1.0,4355.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1E2C5D1C6F7G6D7E7C7H6B6B5E8A4,1.0,1.0,4356.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1E2C5D1C6F7G6D7E7C7H6B6B5E8A4C2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F7E2H3H4C8H7,1.0,1.0,4358.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F7E2H3H4C8H7H6,1.0,1.0,4359.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F7E2H3H4C8H7H6G3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3A5A6D7C8E7F8,1.0,2.0,4361.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3A5A6D7C8E7F8G4,1.0,2.0,4362.0,5150.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3A5A6D7C8E7F8G4F7,1.0,1.0,4363.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3A5A6D7C8E7F8G4F7A7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3D7C7A4A6,1.0,2.0,4365.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3D7C7A4A6A2,1.0,2.0,4366.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3D7C7A4A6A2E1,1.0,2.0,4367.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3D7C7A4A6A2E1E7,1.0,2.0,4368.0,4550.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3D7C7A4A6A2E1E7C1,1.0,1.0,4369.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3D7C7A4A6A2E1E7C1G4,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B5E1D1,1.0,1.0,4371.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B5E1D1A4,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7F7B3E1F1C1,2.0,1.0,4373.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7F7B3E1F1C1H5,2.0,1.0,4374.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7F7B3E1F1C1H5E8,2.0,1.0,4375.0,5044.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2G5G4D7F7B3E1F1C1H5E8D8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3D7A6A4A3,1.0,1.0,4377.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3D7A6A4A3A5,1.0,1.0,4378.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3D7A6A4A3A5C2,1.0,1.0,4379.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3D7A6A4A3A5C2E2,1.0,1.0,4380.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3D7A6A4A3A5C2E2C6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1F1H3C1,1.0,1.0,4382.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1F1H3C1C5,1.0,1.0,4383.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1F1H3C1C5H4,1.0,1.0,4384.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1F1H3C1C5H4G2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7H6C6C5B6C2E2C1D1,1.0,1.0,4386.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7H6C6C5B6C2E2C1D1G3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3F7E8H5C6F1A6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3D7E7C7G3A4C1E1G4,1.0,1.0,4389.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3D7E7C7G3A4C1E1G4F8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6D1G3F8C7C8A4,1.0,1.0,4391.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6D1G3F8C7C8A4B3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1E1C2E2C5H6H5H4B6B3,1.0,1.0,4393.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1E1C2E2C5H6H5H4B6B3D1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1H5E2D7E7E1D1C2G1B5,2.0,1.0,4395.0,5300.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1H5E2D7E7E1D1C2G1B5A6,1.0,1.0,4396.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1H5E2D7E7E1D1C2G1B5A6C5,1.0,1.0,4397.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1H5E2D7E7E1D1C2G1B5A6C5H3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6C1F1B6H3H4C7G3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C2C1E7B1A4C5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C6E2C1E1A5H6,1.0,1.0,4401.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C6E2C1E1A5H6A3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3E2C1A3,1.0,1.0,4403.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3E2C1A3E1,1.0,1.0,4404.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3E2C1A3E1F7,1.0,1.0,4405.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3E2C1A3E1F7E8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2G3A4C1F1D8A3,1.0,1.0,4407.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2G3A4C1F1D8A3D1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6E6A5G5C5B5A4G6E7D7E8A6D2A3B6B3,1.0,1.0,4409.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6E6A5G5C5B5A4G6E7D7E8A6D2A3B6B3F1,1.0,1.0,4410.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6E6A5G5C5B5A4G6E7D7E8A6D2A3B6B3F1A7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5C2E7F8D8D1H2H4C6H7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3D7E7C7G3A4C1E1G4,1.0,1.0,4413.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3D7E7C7G3A4C1E1G4F8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2B5B3D7A6A4F7,1.0,1.0,4415.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2B5B3D7A6A4F7B6,1.0,1.0,4416.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2B5B3D7A6A4F7B6C1,1.0,1.0,4417.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2B5B3D7A6A4F7B6C1D8,1.0,1.0,4418.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2B5B3D7A6A4F7B6C1D8E1,1.0,1.0,4419.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7E2C6G3C5D2C2B5B3D7A6A4F7B6C1D8E1G5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3A5A6D7A4,1.0,1.0,4421.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3A5A6D7A4C7,1.0,1.0,4422.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3A5A6D7A4C7E7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7A6C5C6H3C2E8H4H5G3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2C6F7G3E1,1.0,1.0,4425.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2C6F7G3E1F1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8E2B3C7G3B6F7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8G3A6E1,1.0,2.0,4428.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8G3A6E1D1,1.0,2.0,4429.0,4927.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8G3A6E1D1C1,1.0,1.0,4430.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8G3A6E1D1C1F7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3E2E1C1C6H5A6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3A5A6D7C8E7F8,1.0,2.0,4433.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3A5A6D7C8E7F8G4,1.0,2.0,4434.0,5111.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3A5A6D7C8E7F8G4G6,1.0,1.0,4435.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3A5A6D7C8E7F8G4G6G5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3E7C2C6C7D7C5E8A4,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7C5B3D7C7A4,1.0,1.0,4438.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7C5B3D7C7A4C6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3E7C2C6C7C5E1D1E2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7E7C7G3C1G4F8E8,1.0,1.0,4441.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7E7C7G3C1G4F8E8D8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4F7C6,2.0,1.0,4443.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4F7C6E1,2.0,1.0,4444.0,4949.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4F7C6E1A4,1.0,1.0,4445.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4F7C6E1A4H3,1.0,1.0,4446.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4F7C6E1A4H3H6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1F7B3E2C5C1H4A6A5,1.0,1.0,4448.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1F7B3E2C5C1H4A6A5C6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8E1F7H4G3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7A5D1B1B3H6,1.0,1.0,4451.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7A5D1B1B3H6H4,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7E7C7G3A4C1E1G4,1.0,1.0,4453.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7E7C7G3A4C1E1G4F8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7C7E2,3.0,1.0,4455.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7C7E2C2,3.0,1.0,4456.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7C7E2C2C6,3.0,1.0,4457.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7C7E2C2C6B5,3.0,1.0,4458.0,5013.0,5321.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7C7E2C2C6B5A6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8E2B3C7A6B6C8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B5A4,2.0,1.0,4461.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B5A4F8,2.0,1.0,4462.0,4691.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B5A4F8E1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6H6C7G3F8F1D1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5E8F1F7C5H5G3H2A3E2H4C1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5B5C1H3F7A3G1,1.0,1.0,4466.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5B5C1H3F7A3G1B3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1H6F2E7B5G6C5G4A4D2,1.0,1.0,4468.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1H6F2E7B5G6C5G4A4D2H3,1.0,1.0,4469.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1H6F2E7B5G6C5G4A4D2H3D1,1.0,1.0,4470.0,,,,,,,
