,num4black,num4white,0,1,2,3,4,5,6,7
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H5B5F2C7C2C5D7F1,5.0,1.0,1001.0,2610.0,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H5B5F2C7C2C5D7F1H4,1.0,5.0,1002.0,1540.0,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H5B5F2C7C2C5D7F1H4C6,1.0,4.0,1003.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H5B5F2C7C2C5D7F1H4C6D2,1.0,4.0,1004.0,3978.0,4347.0,4786.0,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H5B5F2C7C2C5D7F1H4C6D2B3,2.0,1.0,1005.0,3590.0,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H5B5F2C7C2C5D7F1H4C6D2B3D1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2G3A4C1F1,4.0,1.0,1007.0,1430.0,1873.0,4183.0,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2G3A4C1F1D8,1.0,4.0,1008.0,2663.0,4406.0,4990.0,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2G3A4C1F1D8C8,2.0,1.0,1009.0,1398.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2G3A4C1F1D8C8C7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H3E7H6C2H4H5F7G8C5B5C7,2.0,1.0,1011.0,3707.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H3E7H6C2H4H5F7G8C5B5C7C6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4E1,2.0,1.0,1013.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4E1H6,2.0,1.0,1014.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4E1H6H3,2.0,1.0,1015.0,4323.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4E1H6H3C6,1.0,2.0,1016.0,4994.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4E1H6H3C6G3,2.0,1.0,1017.0,3154.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4E1H6H3C6G3H2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3A3,5.0,1.0,1019.0,1181.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3A3F7,1.0,1.0,1020.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3A3F7D1,1.0,1.0,1021.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3A3F7D1H5,1.0,1.0,1022.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3A3F7D1H5D8,1.0,1.0,1023.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3A3F7D1H5D8C7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8F8D8,1.0,3.0,1025.0,1314.0,2679.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8F8D8A3,2.0,1.0,1026.0,4561.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8F8D8A3G8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1C2A4,1.0,1.0,1028.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1C2A4C7,1.0,1.0,1029.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1C2A4C7C6,1.0,1.0,1030.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1C2A4C7C6F7,1.0,1.0,1031.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1C2A4C7C6F7E2,1.0,1.0,1032.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1C2A4C7C6F7E2E1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6F1,3.0,1.0,1034.0,1109.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6F1G3,1.0,1.0,1035.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6F1G3B3,1.0,1.0,1036.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6F1G3B3C1,1.0,1.0,1037.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6F1G3B3C1A5,1.0,1.0,1038.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6F1G3B3C1A5D1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3D7,1.0,9.0,1040.0,1388.0,1901.0,2189.0,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3D7G3,1.0,1.0,1041.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3D7G3E7,1.0,1.0,1042.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3D7G3E7C1,1.0,1.0,1043.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3D7G3E7C1D1,1.0,1.0,1044.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3D7G3E7C1D1F7,1.0,1.0,1045.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3D7G3E7C1D1F7H4,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1F1,1.0,5.0,1047.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1F1H3,1.0,5.0,1048.0,1683.0,2381.0,4381.0,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1F1H3C5,1.0,1.0,1049.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1F1H3C5C2,1.0,1.0,1050.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1F1H3C5C2H4,1.0,1.0,1051.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1F1H3C5C2H4H7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5C7,2.0,1.0,1053.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5C7D7,2.0,1.0,1054.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5C7D7D8,2.0,1.0,1055.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5C7D7D8B3,2.0,1.0,1056.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5C7D7D8B3G3,2.0,1.0,1057.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5C7D7D8B3G3H3,2.0,1.0,1058.0,1324.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5C7D7D8B3G3H3E7,1.0,1.0,1059.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5C7D7D8B3G3H3E7B6,1.0,1.0,1060.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5C7D7D8B3G3H3E7B6F7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5A5A6A3A4A7B6B3C1G4E7C7C8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3,4.0,1.0,1063.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2,4.0,1.0,1064.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6,4.0,1.0,1065.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6,4.0,1.0,1066.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3,4.0,1.0,1067.0,1975.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7,1.0,9.0,1068.0,2423.0,4480.0,5235.0,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7C8,1.0,4.0,1069.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7C8A4,1.0,4.0,1070.0,4529.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7C8A4G4,1.0,3.0,1071.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7C8A4G4G3,1.0,3.0,1072.0,4206.0,4522.0,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7C8A4G4G3E1,1.0,1.0,1073.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7C8A4G4G3E1H5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1,2.0,2.0,1075.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7,2.0,2.0,1076.0,4290.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B3,2.0,1.0,1077.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B3E1,2.0,1.0,1078.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B3E1A4,2.0,1.0,1079.0,1095.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B3E1A4A5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7H6,1.0,6.0,1081.0,2212.0,2500.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7H6C6,5.0,1.0,1082.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7H6C6C5,5.0,1.0,1083.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7H6C6C5B6,5.0,1.0,1084.0,1586.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7H6C6C5B6C2,1.0,4.0,1085.0,1562.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7H6C6C5B6C2E2,1.0,2.0,1086.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7H6C6C5B6C2E2C1,1.0,2.0,1087.0,4385.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7H6C6C5B6C2E2C1H4,2.0,1.0,1088.0,5062.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3F7H6C6C5B6C2E2C1H4H3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7E1C2E2C5H6,2.0,2.0,1090.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7E1C2E2C5H6H5,2.0,2.0,1091.0,1886.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7E1C2E2C5H6H5H4,3.0,1.0,1092.0,3319.0,3632.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7E1C2E2C5H6H5H4B6,1.0,2.0,1093.0,3392.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7E1C2E2C5H6H5H4B6A4,2.0,1.0,1094.0,3596.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7E1C2E2C5H6H5H4B6A4A5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C2C5C6F1F7B3E1A4E2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H4H5H6D1C7,1.0,4.0,1097.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H4H5H6D1C7C6,1.0,4.0,1098.0,1226.0,2492.0,4823.0,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H4H5H6D1C7C6D7,1.0,1.0,1099.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H4H5H6D1C7C6D7G3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3E2E1,1.0,3.0,1101.0,1570.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3E2E1F7,1.0,1.0,1102.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3E2E1F7C6,1.0,1.0,1103.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3E2E1F7C6B6,1.0,1.0,1104.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3E2E1F7C6B6D8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1F7C6D1,1.0,3.0,1106.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1F7C6D1C7,1.0,3.0,1107.0,2920.0,2941.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1F7C6D1C7C8,1.0,1.0,1108.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1F7C6D1C7C8G3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6F1C1,2.0,2.0,1110.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6F1C1H3,2.0,2.0,1111.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6F1C1H3H4,2.0,2.0,1112.0,3779.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6F1C1H3H4D1,2.0,1.0,1113.0,3032.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6F1C1H3H4D1E1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7E7,1.0,2.0,1115.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7E7E8,1.0,2.0,1116.0,3606.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7E7E8C7,2.0,1.0,1117.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7E7E8C7C5,2.0,1.0,1118.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7E7E8C7C5E2,2.0,1.0,1119.0,2845.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7E7E8C7C5E2C2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7F8,1.0,1.0,1121.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7F8C2,1.0,1.0,1122.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7F8C2F1,1.0,1.0,1123.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7F8C2F1D1,1.0,1.0,1124.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7F8C2F1D1D7,1.0,1.0,1125.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7F8C2F1D1D7E7,1.0,1.0,1126.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7F8C2F1D1D7E7C7,1.0,1.0,1127.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3F7F8C2F1D1D7E7C7C5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F7,1.0,1.0,1129.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F7C6,1.0,1.0,1130.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F7C6C7,1.0,1.0,1131.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F7C6C7A3,1.0,1.0,1132.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F7C6C7A3B6,1.0,1.0,1133.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F7C6C7A3B6E2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F1G3,2.0,4.0,1135.0,1404.0,1923.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F1G3E1,2.0,2.0,1136.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F1G3E1E8,2.0,2.0,1137.0,2339.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F1G3E1E8F8,3.0,1.0,1138.0,2290.0,5243.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F1G3E1E8F8D8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3A5A6C1,1.0,1.0,1140.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3A5A6C1A4,1.0,1.0,1141.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3A5A6C1A4G6,1.0,1.0,1142.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3A5A6C1A4G6G5,1.0,1.0,1143.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3A5A6C1A4G6G5G4,1.0,1.0,1144.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3A5A6C1A4G6G5G4H6,1.0,1.0,1145.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6B5B3B6A3A5A6C1A4G6G5G4H6F7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3B5E2C5G4G6C1D1F7A4C2E1B6H3A6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3,2.0,2.0,1148.0,2769.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8,1.0,4.0,1149.0,2867.0,3376.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8C5,1.0,2.0,1150.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8C5F7,1.0,2.0,1151.0,1172.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8C5F7F8,1.0,1.0,1152.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8C5F7F8B3,1.0,1.0,1153.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8C5F7F8B3B5,1.0,1.0,1154.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8C5F7F8B3B5D1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3D7A6A4C6C2C8E2,2.0,1.0,1156.0,4894.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3D7A6A4C6C2C8E2A2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5B5D7B3C1E7G4,1.0,1.0,1158.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5B5D7B3C1E7G4E1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3A3,1.0,4.0,1160.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3A3C1,1.0,4.0,1161.0,2695.0,3497.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3A3C1E2,2.0,1.0,1162.0,4224.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3A3C1E2E1,1.0,1.0,1163.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3A3C1E2E1F7,1.0,1.0,1164.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3A3C1E2E1F7E8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5H3C1,1.0,8.0,1166.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5H3C1H4,1.0,8.0,1167.0,1548.0,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5H3C1H4D7,1.0,4.0,1168.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5H3C1H4D7C8,1.0,4.0,1169.0,3679.0,4566.0,4829.0,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5H3C1H4D7C8F7,2.0,1.0,1170.0,3672.0,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5F2G3B6D1G6A5D2C5H3C1H4D7C8F7E7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5D2G3B6E1G6B3C1C5B5E7G4H4F1D1F2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8C5F7E1,4.0,1.0,1173.0,3111.0,3854.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8C5F7E1B5,2.0,1.0,1174.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8C5F7E1B5F8,2.0,1.0,1175.0,2656.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8C5F7E1B5F8B3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7E1C2C5A6F7D1,2.0,1.0,1177.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7E1C2C5A6F7D1C7,2.0,1.0,1178.0,5113.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7E1C2C5A6F7D1C7D7,1.0,1.0,1179.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7E1C2C5A6F7D1C7D7C6,1.0,1.0,1180.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7E1C2C5A6F7D1C7D7C6E2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3A3C1,4.0,1.0,1182.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3A3C1E2,4.0,1.0,1183.0,2569.0,2968.0,,,,,
